id,delivery_person_age,delivery_person_ratings,order_date,time_orderd,time_order_picked,weather_conditions,road_traffic_density,type_of_order,type_of_vehicle,multiple_deliveries,festival,city,time_taken_min
0x6670,27.0,4.8,2022-03-30,1900-01-01 17:50:00,1900-01-01 18:05:00,windy,medium,Drinks,scooter,1,no,metropolitan,27
0x7890,26.0,5.0,2022-03-15,1900-01-01 17:35:00,1900-01-01 17:50:00,stormy,medium,Meal,electric_scooter,1,no,metropolitan,23
0x98e3,26.0,4.6,2022-03-31,1900-01-01 20:50:00,1900-01-01 21:05:00,windy,jam,Meal,scooter,1,no,metropolitan,27
0xc938,26.0,4.8,2022-02-16,1900-01-01 17:20:00,1900-01-01 17:30:00,cloudy,medium,Drinks,motorcycle,1,no,metropolitan,28
0x10a8,25.0,4.6,2022-03-05,1900-01-01 08:10:00,1900-01-01 08:20:00,windy,low,Snack,motorcycle,1,no,metropolitan,18
0x207d,35.0,3.8,2022-03-29,1900-01-01 19:25:00,1900-01-01 19:40:00,sandstorms,jam,Snack,scooter,1,no,metropolitan,33
0x5f7b,36.0,4.7,2022-03-03,1900-01-01 13:30:00,1900-01-01 13:35:00,windy,high,Buffet,scooter,1,no,urban,30
0x71e8,32.0,4.6,2022-04-04,1900-01-01 22:10:00,1900-01-01 22:25:00,windy,low,Meal,scooter,1,no,metropolitan,29
0x4629,28.0,4.9,2022-03-20,1900-01-01 19:20:00,1900-01-01 19:35:00,stormy,jam,Drinks,scooter,1,no,urban,28
0xca04,30.0,5.0,2022-02-13,1900-01-01 11:15:00,1900-01-01 11:25:00,windy,high,Meal,motorcycle,1,no,metropolitan,30
0xa3bf,24.0,5.0,2022-03-09,1900-01-01 22:40:00,1900-01-01 22:50:00,sunny,low,Snack,scooter,1,no,metropolitan,20
0xc8af,30.0,4.7,2022-02-15,1900-01-01 19:35:00,1900-01-01 19:50:00,sandstorms,jam,Drinks,scooter,0,no,metropolitan,29
0xcd77,32.0,4.9,2022-02-12,1900-01-01 19:20:00,1900-01-01 19:25:00,fog,jam,Drinks,motorcycle,1,no,metropolitan,42
0xa875,38.0,4.8,2022-04-02,1900-01-01 22:20:00,1900-01-01 22:35:00,cloudy,low,Drinks,electric_scooter,1,no,urban,29
0x4cef,22.0,4.7,2022-03-28,1900-01-01 11:35:00,1900-01-01 11:45:00,windy,high,Drinks,scooter,1,no,metropolitan,25
0xa577,36.0,4.9,2022-03-23,1900-01-01 17:35:00,1900-01-01 17:45:00,cloudy,medium,Snack,motorcycle,0,no,metropolitan,31
0x25b3,21.0,4.6,2022-03-11,1900-01-01 19:35:00,1900-01-01 19:45:00,windy,jam,Buffet,motorcycle,1,no,metropolitan,33
0xb2d0,25.0,5.0,2022-03-09,1900-01-01 09:40:00,1900-01-01 09:50:00,sunny,low,Drinks,motorcycle,1,no,metropolitan,13
0x1050,22.0,4.8,2022-03-26,1900-01-01 11:35:00,1900-01-01 11:45:00,cloudy,high,Buffet,motorcycle,0,no,metropolitan,20
0x229f,38.0,4.1,2022-04-03,1900-01-01 20:45:00,1900-01-01 20:55:00,sandstorms,jam,Snack,motorcycle,1,no,metropolitan,31
0xca9f,30.0,5.0,2022-02-13,1900-01-01 18:15:00,1900-01-01 18:30:00,sandstorms,medium,Meal,electric_scooter,0,no,metropolitan,28
0xa21d,37.0,5.0,2022-03-19,1900-01-01 13:20:00,1900-01-01 13:35:00,windy,high,Meal,motorcycle,1,no,metropolitan,40
0x656c,36.0,4.5,2022-03-21,1900-01-01 09:40:00,1900-01-01 09:45:00,windy,low,Snack,electric_scooter,0,no,urban,23
0x27a6,26.0,4.9,2022-03-12,1900-01-01 17:50:00,1900-01-01 18:05:00,sandstorms,medium,Drinks,motorcycle,0,no,metropolitan,16
0x336a,31.0,5.0,2022-03-25,1900-01-01 22:55:00,1900-01-01 23:10:00,sandstorms,low,Drinks,scooter,1,no,metropolitan,20
0x64c9,36.0,4.8,2022-03-28,1900-01-01 14:20:00,1900-01-01 14:30:00,fog,high,Drinks,motorcycle,1,no,metropolitan,31
0x7740,24.0,4.3,2022-03-06,1900-01-01 19:15:00,1900-01-01 19:25:00,fog,jam,Snack,motorcycle,1,no,metropolitan,34
0x9187,38.0,3.6,2022-03-14,1900-01-01 22:55:00,1900-01-01 23:10:00,cloudy,low,Buffet,scooter,0,no,metropolitan,37
0x50a5,24.0,4.9,2022-03-14,1900-01-01 17:35:00,1900-01-01 17:40:00,windy,medium,Drinks,scooter,1,no,metropolitan,29
0x76f8,28.0,4.7,2022-03-03,1900-01-01 20:35:00,1900-01-01 20:45:00,stormy,jam,Meal,motorcycle,1,no,metropolitan,30
0x480f,23.0,4.7,2022-03-09,1900-01-01 08:30:00,1900-01-01 08:35:00,fog,low,Drinks,motorcycle,1,no,metropolitan,17
0x9837,30.0,4.9,2022-04-05,1900-01-01 09:30:00,1900-01-01 09:35:00,windy,low,Drinks,scooter,1,no,metropolitan,28
0xc240,32.0,4.2,2022-02-15,1900-01-01 21:20:00,1900-01-01 21:30:00,windy,jam,Meal,motorcycle,2,no,metropolitan,35
0x70e0,32.0,4.4,2022-03-10,1900-01-01 22:55:00,1900-01-01 23:05:00,cloudy,low,Buffet,motorcycle,2,no,metropolitan,36
0xb8fe,34.0,4.1,2022-03-20,1900-01-01 22:20:00,1900-01-01 22:25:00,fog,low,Snack,motorcycle,0,no,metropolitan,38
0x1f4a,25.0,4.7,2022-03-05,1900-01-01 22:30:00,1900-01-01 22:40:00,stormy,low,Drinks,motorcycle,0,no,urban,15
0x40ba,22.0,4.9,2022-03-04,1900-01-01 23:20:00,1900-01-01 23:25:00,cloudy,low,Meal,scooter,1,no,metropolitan,22
0xe156,38.0,4.1,2022-02-12,1900-01-01 23:35:00,1900-01-01 23:45:00,cloudy,low,Drinks,scooter,1,no,metropolitan,31
0x2eb7,32.0,4.6,2022-03-09,1900-01-01 13:25:00,1900-01-01 13:35:00,sandstorms,high,Meal,scooter,0,no,metropolitan,29
0x957d,39.0,4.7,2022-03-04,1900-01-01 20:30:00,1900-01-01 20:40:00,fog,jam,Buffet,motorcycle,1,no,metropolitan,42
0xacda,22.0,4.7,2022-03-07,1900-01-01 21:55:00,1900-01-01 22:10:00,windy,jam,Snack,motorcycle,1,no,metropolitan,19
0x7ca0,30.0,4.7,2022-03-19,1900-01-01 22:35:00,1900-01-01 22:45:00,cloudy,low,Meal,scooter,1,no,metropolitan,16
0xdab4,20.0,4.8,2022-02-15,1900-01-01 10:10:00,1900-01-01 10:15:00,windy,low,Buffet,scooter,1,no,urban,12
0x2088,33.0,4.3,2022-03-19,1900-01-01 08:20:00,1900-01-01 08:30:00,windy,low,Buffet,motorcycle,0,no,metropolitan,27
0xa4ee,20.0,4.2,2022-03-13,1900-01-01 08:35:00,1900-01-01 08:50:00,sandstorms,low,Drinks,motorcycle,0,no,metropolitan,29
0x8478,28.0,4.7,2022-03-14,1900-01-01 17:50:00,1900-01-01 17:55:00,cloudy,medium,Meal,electric_scooter,1,no,metropolitan,25
0x2808,26.0,5.0,2022-03-03,1900-01-01 21:35:00,1900-01-01 21:40:00,windy,jam,Snack,scooter,1,no,metropolitan,23
0xc44,23.0,4.6,2022-03-16,1900-01-01 21:30:00,1900-01-01 21:35:00,sunny,jam,Drinks,motorcycle,1,no,urban,32
0xa1b9,33.0,4.9,2022-03-14,1900-01-01 19:35:00,1900-01-01 19:40:00,cloudy,jam,Meal,motorcycle,0,no,urban,43
0xda70,25.0,4.6,2022-02-13,1900-01-01 20:15:00,1900-01-01 20:25:00,sandstorms,jam,Snack,scooter,1,no,urban,26
0x1334,26.0,4.7,2022-03-24,1900-01-01 13:55:00,1900-01-01 14:10:00,sandstorms,high,Meal,electric_scooter,1,no,metropolitan,28
0x7194,32.0,5.0,2022-03-21,1900-01-01 08:20:00,1900-01-01 08:30:00,windy,low,Buffet,electric_scooter,1,no,metropolitan,25
0x201f,23.0,4.6,2022-03-08,1900-01-01 18:10:00,1900-01-01 18:15:00,sunny,medium,Meal,motorcycle,0,no,metropolitan,16
0x50d8,39.0,4.2,2022-03-20,1900-01-01 20:50:00,1900-01-01 21:05:00,sandstorms,jam,Buffet,motorcycle,1,no,metropolitan,44
0xc80a,25.0,4.5,2022-02-17,1900-01-01 11:25:00,1900-01-01 11:35:00,sandstorms,high,Meal,motorcycle,0,no,metropolitan,22
0x67a5,35.0,4.6,2022-03-06,1900-01-01 19:50:00,1900-01-01 20:05:00,fog,jam,Snack,electric_scooter,0,no,urban,38
0x733f,35.0,4.8,2022-03-05,1900-01-01 23:20:00,1900-01-01 23:25:00,cloudy,low,Snack,motorcycle,0,no,metropolitan,16
0x6e21,26.0,4.8,2022-03-02,1900-01-01 21:45:00,1900-01-01 21:50:00,sunny,jam,Snack,motorcycle,1,no,metropolitan,21
0x9e2,28.0,4.0,2022-03-24,1900-01-01 21:25:00,1900-01-01 21:30:00,cloudy,jam,Snack,motorcycle,0,no,metropolitan,32
0x8b98,22.0,4.6,2022-03-21,1900-01-01 11:45:00,1900-01-01 11:55:00,stormy,high,Meal,motorcycle,1,no,metropolitan,29
0xb4e3,24.0,4.7,2022-04-02,1900-01-01 23:10:00,1900-01-01 23:20:00,sandstorms,low,Meal,motorcycle,0,no,urban,16
0xf59,23.0,4.8,2022-03-28,1900-01-01 10:25:00,1900-01-01 10:40:00,sunny,low,Snack,electric_scooter,0,no,metropolitan,20
0x1a8f,37.0,3.1,2022-03-06,1900-01-01 22:25:00,1900-01-01 22:40:00,sunny,low,Buffet,motorcycle,1,no,metropolitan,33
0x5ad4,35.0,4.9,2022-03-02,1900-01-01 23:10:00,1900-01-01 23:20:00,fog,low,Meal,scooter,1,no,metropolitan,29
0x87a0,38.0,4.4,2022-03-18,1900-01-01 18:40:00,1900-01-01 18:55:00,fog,medium,Drinks,motorcycle,2,no,metropolitan,42
0x2fac,31.0,4.1,2022-03-14,1900-01-01 21:55:00,1900-01-01 22:10:00,windy,jam,Buffet,scooter,1,yes,metropolitan,44
0x6228,33.0,4.9,2022-03-20,1900-01-01 23:25:00,1900-01-01 23:35:00,sunny,low,Drinks,electric_scooter,1,no,metropolitan,24
0x1e4a,22.0,4.7,2022-03-18,1900-01-01 17:15:00,1900-01-01 17:30:00,sandstorms,medium,Snack,motorcycle,1,no,metropolitan,29
0xab4c,21.0,4.6,2022-03-28,1900-01-01 20:50:00,1900-01-01 21:05:00,windy,jam,Meal,scooter,1,no,metropolitan,12
0x364e,24.0,4.5,2022-03-08,1900-01-01 17:35:00,1900-01-01 17:45:00,sunny,medium,Buffet,electric_scooter,0,no,urban,13
0x215a,27.0,4.9,2022-03-25,1900-01-01 21:35:00,1900-01-01 21:40:00,sunny,jam,Snack,motorcycle,1,no,metropolitan,24
0x119c,28.0,4.6,2022-03-23,1900-01-01 21:10:00,1900-01-01 21:15:00,sandstorms,jam,Buffet,scooter,0,no,metropolitan,20
0x6211,36.0,4.7,2022-04-06,1900-01-01 23:15:00,1900-01-01 23:20:00,fog,low,Buffet,scooter,1,no,metropolitan,25
0x6f02,23.0,4.8,2022-03-28,1900-01-01 23:35:00,1900-01-01 23:40:00,fog,low,Buffet,electric_scooter,1,no,metropolitan,19
0x7289,28.0,4.8,2022-03-06,1900-01-01 20:40:00,1900-01-01 20:45:00,stormy,jam,Snack,motorcycle,0,no,metropolitan,26
0x2c38,31.0,4.8,2022-03-03,1900-01-01 23:30:00,1900-01-01 23:35:00,sunny,low,Drinks,motorcycle,1,no,metropolitan,10
0x29d0,38.0,4.7,2022-03-28,1900-01-01 23:45:00,1900-01-01 23:55:00,fog,low,Snack,motorcycle,1,no,metropolitan,18
0x41b4,39.0,4.9,2022-03-24,1900-01-01 11:30:00,1900-01-01 11:40:00,fog,high,Buffet,scooter,1,no,metropolitan,37
0xa346,20.0,4.6,2022-03-07,1900-01-01 11:55:00,1900-01-01 12:10:00,sunny,high,Buffet,motorcycle,1,no,urban,16
0x7fd5,21.0,4.7,2022-03-07,1900-01-01 15:55:00,1900-01-01 16:05:00,fog,medium,Buffet,motorcycle,1,no,metropolitan,25
0xa0ab,30.0,5.0,2022-04-01,1900-01-01 22:50:00,1900-01-01 23:05:00,sunny,low,Meal,scooter,0,no,metropolitan,10
0x2282,33.0,4.9,2022-04-04,1900-01-01 19:15:00,1900-01-01 19:30:00,fog,jam,Buffet,scooter,1,no,metropolitan,40
0x78d7,34.0,4.6,2022-03-11,1900-01-01 12:55:00,1900-01-01 13:10:00,cloudy,high,Meal,motorcycle,1,no,metropolitan,32
0xc04e,22.0,4.7,2022-02-14,1900-01-01 17:40:00,1900-01-01 17:50:00,sunny,medium,Buffet,motorcycle,0,no,urban,10
0x3959,27.0,4.7,2022-03-21,1900-01-01 14:50:00,1900-01-01 15:05:00,windy,high,Buffet,motorcycle,1,no,metropolitan,22
0x60eb,21.0,4.9,2022-03-18,1900-01-01 18:15:00,1900-01-01 18:20:00,windy,medium,Buffet,scooter,0,no,metropolitan,17
0x601f,23.0,4.6,2022-03-06,1900-01-01 17:45:00,1900-01-01 17:50:00,fog,medium,Snack,motorcycle,2,no,metropolitan,39
0x93c7,33.0,4.8,2022-04-03,1900-01-01 10:10:00,1900-01-01 10:15:00,sunny,low,Snack,scooter,1,no,metropolitan,19
0xbe14,25.0,4.6,2022-03-15,1900-01-01 18:50:00,1900-01-01 19:05:00,stormy,medium,Buffet,scooter,0,no,metropolitan,25
0x4b68,23.0,4.7,2022-03-09,1900-01-01 18:55:00,1900-01-01 19:10:00,windy,medium,Meal,scooter,1,no,metropolitan,23
0x4e3a,22.0,4.9,2022-03-29,1900-01-01 17:45:00,1900-01-01 17:55:00,cloudy,medium,Meal,scooter,1,no,metropolitan,26
0x6128,36.0,4.5,2022-03-24,1900-01-01 20:30:00,1900-01-01 20:40:00,windy,jam,Snack,electric_scooter,1,no,urban,25
0xa140,38.0,4.7,2022-03-11,1900-01-01 11:15:00,1900-01-01 11:25:00,windy,high,Buffet,scooter,1,no,metropolitan,27
0x69cf,39.0,4.4,2022-03-18,1900-01-01 22:30:00,1900-01-01 22:40:00,cloudy,low,Meal,scooter,1,no,metropolitan,33
0x7d0d,34.0,4.8,2022-03-19,1900-01-01 16:45:00,1900-01-01 16:55:00,windy,medium,Snack,motorcycle,1,no,metropolitan,29
0xaf8c,39.0,4.5,2022-03-16,1900-01-01 22:10:00,1900-01-01 22:15:00,windy,low,Meal,scooter,1,no,metropolitan,18
0x9c26,32.0,4.3,2022-04-02,1900-01-01 17:20:00,1900-01-01 17:25:00,sunny,medium,Drinks,motorcycle,1,no,metropolitan,31
0xe92,34.0,4.6,2022-03-08,1900-01-01 20:50:00,1900-01-01 21:05:00,sunny,jam,Meal,scooter,1,no,metropolitan,30
0x4310,36.0,4.4,2022-03-20,1900-01-01 20:30:00,1900-01-01 20:40:00,stormy,jam,Meal,motorcycle,3,no,metropolitan,51
0x3075,22.0,4.8,2022-03-29,1900-01-01 19:25:00,1900-01-01 19:35:00,cloudy,jam,Drinks,motorcycle,1,no,urban,46
0x13c5,28.0,4.2,2022-03-11,1900-01-01 22:15:00,1900-01-01 22:30:00,windy,low,Snack,motorcycle,1,no,metropolitan,20
0xc928,20.0,5.0,2022-02-17,1900-01-01 10:25:00,1900-01-01 10:35:00,sunny,low,Buffet,motorcycle,0,no,urban,14
0x553a,20.0,4.2,2022-04-06,1900-01-01 19:35:00,1900-01-01 19:40:00,cloudy,jam,Snack,motorcycle,1,yes,metropolitan,44
0x974d,37.0,4.5,2022-04-06,1900-01-01 19:20:00,1900-01-01 19:30:00,sunny,jam,Snack,motorcycle,1,no,metropolitan,32
0x94f9,30.0,4.7,2022-03-03,1900-01-01 21:35:00,1900-01-01 21:45:00,cloudy,jam,Snack,scooter,1,no,metropolitan,27
0x528f,34.0,4.2,2022-03-05,1900-01-01 12:40:00,1900-01-01 12:45:00,sandstorms,high,Drinks,motorcycle,2,no,metropolitan,37
0x537e,21.0,4.8,2022-03-12,1900-01-01 22:25:00,1900-01-01 22:30:00,cloudy,low,Meal,scooter,1,no,metropolitan,21
0x360f,24.0,5.0,2022-03-03,1900-01-01 09:20:00,1900-01-01 09:25:00,fog,low,Buffet,motorcycle,0,no,metropolitan,17
0x59e3,24.0,4.7,2022-03-20,1900-01-01 21:30:00,1900-01-01 21:35:00,stormy,jam,Buffet,scooter,1,no,metropolitan,29
0x7341,36.0,5.0,2022-04-02,1900-01-01 19:45:00,1900-01-01 19:50:00,fog,jam,Snack,motorcycle,0,no,metropolitan,44
0xd74e,32.0,4.8,2022-02-15,1900-01-01 19:55:00,1900-01-01 20:05:00,sunny,jam,Drinks,motorcycle,1,no,metropolitan,26
0x1c71,24.0,4.6,2022-03-09,1900-01-01 09:40:00,1900-01-01 09:50:00,fog,low,Snack,motorcycle,0,no,metropolitan,18
0x1220,37.0,4.9,2022-03-17,1900-01-01 08:40:00,1900-01-01 08:50:00,stormy,low,Drinks,scooter,1,no,urban,24
0xca19,35.0,4.6,2022-02-13,1900-01-01 17:40:00,1900-01-01 17:50:00,cloudy,medium,Snack,scooter,1,no,metropolitan,16
0x6cf8,25.0,4.6,2022-03-29,1900-01-01 18:10:00,1900-01-01 18:15:00,fog,medium,Meal,motorcycle,1,no,metropolitan,30
0x650d,31.0,4.6,2022-03-28,1900-01-01 09:55:00,1900-01-01 10:10:00,windy,low,Meal,scooter,0,no,metropolitan,26
0xdaa,23.0,4.9,2022-04-06,1900-01-01 19:40:00,1900-01-01 19:55:00,sunny,jam,Buffet,motorcycle,1,no,metropolitan,30
0x613c,22.0,4.0,2022-03-31,1900-01-01 21:40:00,1900-01-01 21:45:00,sandstorms,jam,Buffet,motorcycle,1,no,urban,37
0xcdac,24.0,4.5,2022-02-13,1900-01-01 23:10:00,1900-01-01 23:25:00,sunny,low,Buffet,motorcycle,1,no,urban,19
0x9997,30.0,4.8,2022-04-03,1900-01-01 17:10:00,1900-01-01 17:25:00,stormy,medium,Buffet,scooter,1,no,metropolitan,30
0x66de,31.0,4.6,2022-03-05,1900-01-01 11:35:00,1900-01-01 11:45:00,sandstorms,high,Drinks,scooter,1,no,urban,30
0x28aa,31.0,4.9,2022-03-05,1900-01-01 20:15:00,1900-01-01 20:30:00,stormy,jam,Drinks,motorcycle,1,no,metropolitan,29
0x7052,29.0,4.2,2022-03-28,1900-01-01 21:15:00,1900-01-01 21:25:00,cloudy,jam,Meal,scooter,0,no,metropolitan,34
0x4301,31.0,4.8,2022-04-02,1900-01-01 22:40:00,1900-01-01 22:45:00,sandstorms,low,Snack,scooter,0,no,metropolitan,24
0x38ba,29.0,5.0,2022-03-11,1900-01-01 13:10:00,1900-01-01 13:20:00,sandstorms,high,Snack,motorcycle,1,no,urban,23
0x718c,29.0,4.6,2022-04-06,1900-01-01 20:40:00,1900-01-01 20:45:00,stormy,jam,Drinks,motorcycle,1,no,metropolitan,25
0xe019,27.0,4.5,2022-02-16,1900-01-01 18:35:00,1900-01-01 18:45:00,windy,medium,Snack,electric_scooter,1,no,metropolitan,25
0x54ae,28.0,4.7,2022-04-04,1900-01-01 23:10:00,1900-01-01 23:15:00,fog,low,Drinks,motorcycle,1,no,metropolitan,23
0x8d74,32.0,4.7,2022-03-01,1900-01-01 08:15:00,1900-01-01 08:30:00,windy,low,Snack,scooter,1,no,metropolitan,29
0x49ed,24.0,4.8,2022-03-27,1900-01-01 18:50:00,1900-01-01 19:05:00,stormy,medium,Drinks,motorcycle,0,no,metropolitan,29
0x1195,38.0,4.8,2022-03-26,1900-01-01 08:25:00,1900-01-01 08:30:00,sunny,low,Drinks,electric_scooter,1,no,urban,14
0x8c73,28.0,4.6,2022-03-01,1900-01-01 23:40:00,1900-01-01 23:55:00,cloudy,low,Buffet,motorcycle,1,no,urban,22
0x891b,25.0,4.3,2022-03-30,1900-01-01 19:10:00,1900-01-01 19:20:00,stormy,jam,Snack,motorcycle,0,no,metropolitan,32
0xb736,38.0,4.6,2022-03-27,1900-01-01 22:30:00,1900-01-01 22:40:00,cloudy,low,Snack,scooter,1,no,metropolitan,29
0x7294,30.0,4.1,2022-03-16,1900-01-01 22:15:00,1900-01-01 22:25:00,fog,low,Snack,electric_scooter,1,no,urban,31
0x6eb1,32.0,4.9,2022-04-03,1900-01-01 22:20:00,1900-01-01 22:25:00,windy,low,Snack,scooter,1,no,urban,20
0xde84,37.0,4.5,2022-02-14,1900-01-01 17:10:00,1900-01-01 17:15:00,fog,medium,Drinks,motorcycle,2,no,metropolitan,38
0xd7f4,28.0,4.7,2022-02-11,1900-01-01 20:35:00,1900-01-01 20:50:00,sandstorms,jam,Drinks,scooter,0,no,metropolitan,21
0x171c,31.0,4.9,2022-04-06,1900-01-01 21:50:00,1900-01-01 21:55:00,fog,jam,Snack,motorcycle,0,no,metropolitan,54
0xd01f,38.0,4.6,2022-02-12,1900-01-01 22:50:00,1900-01-01 23:05:00,fog,low,Buffet,motorcycle,0,no,metropolitan,29
0x6ebb,27.0,4.5,2022-03-14,1900-01-01 21:10:00,1900-01-01 21:15:00,sandstorms,jam,Drinks,motorcycle,0,no,metropolitan,27
0x87c1,36.0,5.0,2022-03-17,1900-01-01 14:30:00,1900-01-01 14:40:00,stormy,high,Meal,scooter,1,no,urban,25
0xa042,38.0,4.8,2022-03-28,1900-01-01 12:40:00,1900-01-01 12:50:00,cloudy,high,Snack,motorcycle,1,no,metropolitan,28
0x5e9b,39.0,3.8,2022-03-23,1900-01-01 20:20:00,1900-01-01 20:25:00,windy,jam,Snack,motorcycle,2,no,metropolitan,44
0xdac2,26.0,4.7,2022-02-13,1900-01-01 09:45:00,1900-01-01 09:55:00,sunny,low,Meal,electric_scooter,0,no,metropolitan,20
0x3117,24.0,4.9,2022-04-02,1900-01-01 22:10:00,1900-01-01 22:15:00,cloudy,low,Snack,motorcycle,1,no,metropolitan,21
0x2720,21.0,4.9,2022-03-07,1900-01-01 22:20:00,1900-01-01 22:25:00,fog,low,Snack,scooter,1,no,metropolitan,15
0x3384,22.0,4.5,2022-03-21,1900-01-01 08:35:00,1900-01-01 08:50:00,stormy,low,Drinks,motorcycle,1,no,metropolitan,16
0x2de3,37.0,4.7,2022-03-01,1900-01-01 09:45:00,1900-01-01 09:55:00,sunny,low,Snack,scooter,0,no,metropolitan,10
0x349d,23.0,4.9,2022-03-14,1900-01-01 17:40:00,1900-01-01 17:50:00,sunny,medium,Buffet,motorcycle,1,no,metropolitan,24
0x8a76,37.0,4.9,2022-04-04,1900-01-01 20:15:00,1900-01-01 20:25:00,sandstorms,jam,Snack,electric_scooter,1,no,metropolitan,27
0xbce6,29.0,4.0,2022-03-31,1900-01-01 20:35:00,1900-01-01 20:50:00,cloudy,jam,Meal,scooter,1,no,metropolitan,32
0xbc9e,24.0,4.9,2022-03-25,1900-01-01 17:35:00,1900-01-01 17:50:00,sunny,medium,Drinks,motorcycle,0,no,metropolitan,15
0xaef0,22.0,4.6,2022-03-11,1900-01-01 16:20:00,1900-01-01 16:30:00,stormy,medium,Buffet,motorcycle,0,no,metropolitan,25
0x5bb7,34.0,4.4,2022-03-14,1900-01-01 19:50:00,1900-01-01 19:55:00,stormy,jam,Meal,motorcycle,1,no,metropolitan,38
0xc438,34.0,4.7,2022-02-17,1900-01-01 08:20:00,1900-01-01 08:30:00,windy,low,Snack,scooter,1,no,metropolitan,26
0xd1ae,21.0,4.4,2022-02-14,1900-01-01 17:25:00,1900-01-01 17:30:00,fog,medium,Snack,scooter,1,no,metropolitan,34
0xe211,24.0,4.8,2022-02-11,1900-01-01 20:20:00,1900-01-01 20:30:00,windy,jam,Meal,motorcycle,1,no,urban,15
0x8d0c,33.0,4.8,2022-03-26,1900-01-01 09:35:00,1900-01-01 09:45:00,windy,low,Meal,scooter,0,no,metropolitan,20
0x53a4,31.0,4.7,2022-03-19,1900-01-01 18:45:00,1900-01-01 18:55:00,cloudy,medium,Drinks,scooter,0,no,metropolitan,16
0x3043,26.0,4.6,2022-03-13,1900-01-01 17:10:00,1900-01-01 17:25:00,sandstorms,medium,Drinks,motorcycle,1,no,metropolitan,19
0xab6b,20.0,4.3,2022-03-27,1900-01-01 20:35:00,1900-01-01 20:45:00,cloudy,jam,Buffet,scooter,0,no,metropolitan,41
0x2cff,35.0,3.5,2022-04-02,1900-01-01 18:35:00,1900-01-01 18:40:00,stormy,medium,Buffet,motorcycle,2,no,metropolitan,39
0xe123,35.0,4.2,2022-02-13,1900-01-01 12:25:00,1900-01-01 12:35:00,stormy,high,Meal,motorcycle,0,no,metropolitan,39
0x23e2,38.0,4.7,2022-03-27,1900-01-01 22:10:00,1900-01-01 22:15:00,sandstorms,low,Meal,scooter,1,no,urban,20
0x9dff,22.0,4.3,2022-03-09,1900-01-01 23:25:00,1900-01-01 23:40:00,sandstorms,low,Buffet,motorcycle,0,no,metropolitan,22
0x335a,27.0,4.4,2022-03-31,1900-01-01 20:30:00,1900-01-01 20:40:00,cloudy,jam,Drinks,motorcycle,2,no,metropolitan,42
0xb403,24.0,5.0,2022-03-20,1900-01-01 20:15:00,1900-01-01 20:30:00,sunny,jam,Drinks,electric_scooter,1,no,metropolitan,19
0xe047,39.0,4.9,2022-02-12,1900-01-01 19:20:00,1900-01-01 19:35:00,windy,jam,Snack,motorcycle,0,yes,semi-urban,50
0x3dd2,30.0,4.7,2022-03-26,1900-01-01 10:25:00,1900-01-01 10:35:00,cloudy,low,Meal,scooter,1,no,urban,16
0xcbea,38.0,4.8,2022-02-11,1900-01-01 21:10:00,1900-01-01 21:20:00,sunny,jam,Meal,motorcycle,1,no,metropolitan,20
0x69df,28.0,4.9,2022-04-05,1900-01-01 08:25:00,1900-01-01 08:30:00,sandstorms,low,Meal,motorcycle,1,no,metropolitan,15
0x7f19,37.0,4.9,2022-04-06,1900-01-01 23:30:00,1900-01-01 23:35:00,cloudy,low,Meal,electric_scooter,1,no,metropolitan,26
0x4f89,20.0,4.9,2022-03-01,1900-01-01 17:15:00,1900-01-01 17:20:00,stormy,medium,Buffet,motorcycle,1,no,metropolitan,14
0x92ce,27.0,4.8,2022-04-03,1900-01-01 20:25:00,1900-01-01 20:30:00,sandstorms,jam,Meal,motorcycle,0,no,urban,18
0x10c9,39.0,5.0,2022-03-08,1900-01-01 18:35:00,1900-01-01 18:40:00,windy,medium,Buffet,motorcycle,2,no,metropolitan,47
0x9435,24.0,4.5,2022-03-29,1900-01-01 22:50:00,1900-01-01 23:05:00,cloudy,low,Meal,motorcycle,1,no,metropolitan,23
0x27a8,39.0,4.6,2022-03-23,1900-01-01 23:15:00,1900-01-01 23:20:00,sandstorms,low,Buffet,scooter,1,no,metropolitan,20
0xa5d6,24.0,4.9,2022-03-16,1900-01-01 21:10:00,1900-01-01 21:25:00,windy,jam,Meal,motorcycle,1,no,metropolitan,31
0xa66a,26.0,4.7,2022-03-19,1900-01-01 08:50:00,1900-01-01 08:55:00,cloudy,low,Snack,scooter,1,no,urban,12
0x30ae,30.0,4.5,2022-03-12,1900-01-01 20:30:00,1900-01-01 20:35:00,windy,jam,Meal,motorcycle,1,no,metropolitan,34
0xdfc4,38.0,4.8,2022-02-14,1900-01-01 22:50:00,1900-01-01 22:55:00,windy,low,Buffet,scooter,1,no,urban,24
0x41ca,21.0,4.7,2022-03-15,1900-01-01 17:25:00,1900-01-01 17:40:00,stormy,medium,Meal,motorcycle,0,no,urban,13
0xbd24,25.0,4.6,2022-04-06,1900-01-01 17:10:00,1900-01-01 17:20:00,sandstorms,medium,Drinks,motorcycle,1,no,metropolitan,22
0xbd9e,38.0,4.7,2022-04-01,1900-01-01 09:55:00,1900-01-01 10:05:00,windy,low,Drinks,scooter,1,no,metropolitan,26
0x9c95,38.0,4.7,2022-03-25,1900-01-01 18:15:00,1900-01-01 18:30:00,fog,medium,Meal,motorcycle,1,no,metropolitan,30
